279772.09,17361024,2CjmAw7LBum1,50001,EYfa0AcsDQxj1viq,61.50,7.96,
374924.37,12942469,J9zWA6ctg17p,50042,okIbuiq7n2Ss68rU,84.88,9.63,
705659.13,9435186,DckbZrNHJMDj,50083,Mnqst7YPqhk264Ur,50.21,0.88,
736366.60,19329742,LwT6W6OvP2Xo,50124,PomIkN6bxnFsPbw1,46.82,0.65,
351837.68,5612143,21E6HEWGhKND,50165,o0jaY5ZiiKqUu9Kk,92.03,0.29,
236973.11,11637314,ZsjASGLUWdRa,50206,JAVBaSpy9fYMvVYb,86.23,7.03,
654850.39,19161833,OI7LJEdMyqOT,50247,2Ce0TvF9WB3scMiz,92.01,0.80,
944499.23,12668354,12wrOl1nqLrl,50288,qYC9yf2KZfjau3XV,83.86,5.54,
201544.17,6954188,F222dXfp1PUI,50329,WANCWsAlwo3iEOmR,53.87,5.25,
684753.81,9727131,X1z7NFCXZCJU,50370,bEnekGybag4JG51Z,18.73,5.42,
237092.69,1779173,6VES2VbzLVrw,50411,qnoCHnuhoFO1OpE3,61.14,7.02,
970448.43,10982857,5a4ERatMHtoN,50452,TlDcGLWRtwXFdIyD,54.35,3.72,
295350.33,11355417,qWXmyJ7SpBEA,50493,YdoijIImHSWNBxQk,31.52,5.27,
971217.25,2948429,V0XNW5pYbVnb,50534,O8W9aGbEN3gjpMqh,93.70,1.80,
571073.09,1390418,GU3xOdRtItbg,50575,jPQ1LnB8Isizty4Z,0.67,7.66,
892650.62,5103801,9ObzJdpTyeuz,50616,X3jiGcehbnTmovFn,83.30,8.18,
526973.33,18048551,JYGk7YCDCITE,50657,7X69fWFotwPmZjLO,61.11,2.16,
838473.21,18797992,tCk02kPYycmQ,50698,YS5DUJg84Goe5aYP,72.18,2.13,
542377.17,19366551,WbQtXBPb25Dx,50739,kwA7fbXA676Rdq8T,10.06,9.20,
228704.47,1092707,vaenAVa1nE6G,50780,9hl5nMcF3jZ2fuRp,86.96,7.43,
52116.98,18897777,7iq8fbHAORLr,50821,O2K5QSI8zdYxhpSV,16.82,6.00,
923897.83,13781700,C0zbhNESwZ5x,50862,c2fYXxJmMAog86pZ,73.84,8.66,
91291.29,8265722,q9TUiX3iwtMS,50903,EvSd9unKQOvC6K7r,75.70,8.81,
881874.52,17095888,8Fu4jgJEjOaf,50944,3B9wcFF37Ytge3wV,97.27,7.79,
810102.43,4336025,CElodWRnD5Iq,50985,vbgAfIoQBQPWEirt,56.59,2.83,
953629.87,19050574,MEkGWkIOdCU8,51026,ohLZdmBQaVqCCA1b,24.95,1.44,
818961.62,11597170,SfQUHhnAKrEZ,51067,4AMNzJOzVkU4fOK1,43.56,2.46,
48552.32,1514535,WqOelhPaRyWV,51108,K2NFvJLDBSYzdUS6,81.53,1.28,
992623.95,3773690,0mKU1bPrkGbD,51149,IoqaRaKwq47YUYxJ,76.91,1.81,
589391.99,1184767,BivNCKgmWgrw,51190,XRDiPey5WixqQtzU,17.49,7.13,
37855.69,4302220,VPniOB9G5F6E,51231,W90PuOgKUpJfN20g,98.42,0.51,
892552.74,13718061,tqILZYoiDHio,51272,2B90ORWSZz7Jfuc0,23.56,5.83,
5986.57,13319531,27GdGZdNIg0K,51313,MaX4lN1c7qYwOt0U,80.31,8.50,
791643.60,12051883,IDbpVrEUvxHw,51354,OtLZ2UaCNcdKkAz7,70.66,4.88,
412980.17,4797556,SDQX09BjMvei,51395,WnIJPzezsoFkiYIN,79.67,3.21,
648568.56,19085673,g19tRrvFjqA3,51436,xWa8jhIyHVIrTPyy,75.68,7.12,
478064.30,6137621,iLSLd3w6vAQU,51477,SxD1JO5jgL49bNZH,61.01,9.31,
527892.54,5706225,ovcwE0J7Frt4,51518,VAdQDNNNlfXymMFe,77.20,1.07,
579567.00,7074597,CuH0szctMjfk,51559,Iob2O7PAYUW6ux79,25.93,6.68,
142301.59,16686563,0WVQoBkNMUUO,51600,4JtWiXW328DeA8gt,54.81,4.53,
584850.78,6909803,WESLhgmpBRHa,51641,E48QnRGSxUqEhvbH,61.93,2.62,
589562.26,5684628,trvTC7ivfQdc,51682,GFoG8m2t2xSqydpA,79.70,0.65,
580946.86,10230187,xAAQPK1hdFM7,51723,gaMzRJJdU93drfq1,99.55,5.46,
508733.78,672137,itsMUb1Y91mX,51764,d6V8qwKyjV4ZOAuT,43.07,5.94,
413857.13,1995079,K914nyiYuvIB,51805,OTrPooXnN6nhknPR,51.44,4.95,
184132.57,14260068,5kkKdIygjxXu,51846,bNg7YO40D0UYXmXp,57.41,4.30,
647087.70,8468884,O5WlccuoJwFH,51887,jq4rrBZC0K45rfex,98.40,0.21,
152697.67,2199599,igiYdaXYxBpg,51928,NHgOaunLzjsRsxnv,60.96,8.37,
242744.29,12435492,gBc1dHijNIB5,51969,7czIfJLowiA3S1w4,10.15,5.22,
841341.41,13857498,2IQHf6aYAjeU,52010,MtIRYYgAvKFV6nwu,10.20,6.17,
729783.11,10941302,BaigkrpEbuzB,52051,LeqWhm4y5FTv0s6Q,14.81,8.74,
727349.91,9781297,x43g6GON1FP1,52092,OWhtFSd7I7W6orLR,11.89,3.27,
491460.24,4327287,n2lBmtu3Vg6T,52133,ijIvdfaF4814FWe7,6.72,7.41,
13055.90,6149439,vjV6we7v51Us,52174,bM5g57FBjrgOOgBQ,5.56,7.41,
324733.58,7326362,Nz6ofkfi2gLk,52215,SiF44D3UY3GXGgFk,51.47,5.72,
106347.87,8907958,Z3vsTZRWHlEH,52256,Lvcf6NmT9UsinWJ8,48.40,6.72,
704785.10,6189864,pFkF5assMHvN,52297,RK6RxI3CnlGhqxPp,77.37,1.08,
555991.43,301192,cEmrXMwaZ2iv,52338,IRURavD55E7mQ757,4.33,5.84,
443771.48,5220763,c6bqTo4rSq60,52379,6UW4Jv3ZhuF0qHFj,50.65,0.34,
994473.79,978448,sESMtozvlM4E,52420,B3kVCa0xipfwtAe3,84.86,6.26,
239570.04,9051355,8lsp2wAF807t,52461,1vONCtATr8zco29B,6.32,0.70,
64777.00,16696390,AiwBHfRf95V2,52502,ng7ZaHeFkszlyz8F,3.97,2.03,
152238.10,9233847,3cjBZxPlat5y,52543,sBtnuDxVOKe4On7T,36.44,2.51,
959147.20,3579440,BDSQZhcrpb2V,52584,C0fvhlZO4omi4IXE,76.67,6.58,
367088.69,14108400,ptqOSVp7dk9O,52625,9QPHroVY2u9EoQmf,33.67,8.43,
769936.38,12430562,G8jDl6FYo9wG,52666,Hb2I7AZMo0KfaqwM,31.80,6.31,
857029.28,16070639,deHgnwcx5oex,52707,Xe39EMyWJQasjlOx,10.14,6.78,
271710.45,13578118,ITMmFrjN4Tkb,52748,Nw7bnj5O5QmX6eOd,4.19,7.45,
255802.45,3766002,N1WiBhD7YwFm,52789,fZPkzyNCnzOM1oiP,93.65,0.76,
431174.34,3402796,d5OkJHpow7dg,52830,5VrWOdEB8XBsQdXH,86.95,0.75,
520083.78,17289409,zBPQ9Bns3U4o,52871,mv01hS1hmXIzztIU,76.16,8.79,
22568.66,15167053,7oANEtXpquX2,52912,Lt6HHrSKsONYCTJE,38.73,6.89,
773474.45,8343656,cwy2VLG7w0Sz,52953,KHcR4u0HNMgYROii,9.14,7.45,
340927.62,11158052,z8YHmqngUeUq,52994,TYKOJ3GbPxgAKIkn,68.00,3.74,
180096.17,14438907,3uSpaf05fCQx,53035,xDxtsHio5y2B2mm0,9.76,1.82,
518210.12,11387172,SzXZFiGbqAC7,53076,A8IxACVl3zWYHIzc,29.76,3.19,
239948.47,872485,xqBnihbZY397,53117,EJMEgR1S5EvGfCp6,38.63,1.40,
206460.68,14126044,blkMozpWClBs,53158,HSMXBoGXAUkROSPy,32.74,3.56,
591994.34,14919640,5p3RJbPxZn65,53199,Yre1J6pUzV1ecuwa,9.07,1.15,
980828.29,7574510,zFLPzbhTssTv,53240,wgLRVJBO3l0cwIxB,35.43,8.55,
173043.86,17057530,77c5Goxuh0uP,53281,0iDI9PJbkSx23JxN,88.38,0.60,
300856.71,3389598,3D5zu0Y7Msxr,53322,N9agqhcD6vGd6Rr1,18.51,0.39,
439229.03,2390984,JEubvRfrFWzX,53363,7rVlT8xa7vNmWQEp,1.50,1.28,
52712.60,2838475,5vEaQQGxkFgc,53404,iJ9xVQxJGYPWGBmH,23.94,6.81,
699898.20,13250821,iswwWaQ6VjwQ,53445,YvBYButzxxukpFy7,66.50,7.56,
864074.26,11370043,m2t1ipTCXur2,53486,MApU4NkuzsmCldHm,5.06,4.40,
438180.94,2427601,DyrizK1EdT1e,53527,7YcMe1DJlOqGabkX,99.45,5.19,
557769.64,18577200,hLWDrmZYWISc,53568,ZabO76wIkeXmOPUt,0.22,6.54,
654723.89,17928104,FX6doFBLZm9d,53609,MqAPMW0v6cWSw38b,66.37,8.94,
294810.85,4284789,qfN2WHv7cq8Z,53650,M3UFz6kfTShkiueM,27.44,10.00,
736998.39,13935500,1D2qw41Y7Yh6,53691,Y1tfaPovjvmLGJQy,21.84,6.79,
391482.61,4081187,LENLuXOceypE,53732,0dah5M4xCB1Uq0na,61.36,9.53,
451327.04,13869336,hK5bu0aAEANF,53773,8Y5OB5Zm7yXWyz3a,24.13,6.39,
202234.45,16462979,AlJClWQ6VJR5,53814,J2Ley1TO63oL8xLp,43.69,3.55,
312936.94,3537613,Gf3oGqoOuoI0,53855,4MsFE6EIBti0F1ow,16.32,6.21,
298311.19,3803794,sNnWRciHFlfA,53896,kBOJ2zyfrv3kE4DL,54.90,3.32,
604869.42,14375823,MxvGvL6jHfpm,53937,xbSkfb396PQ9F5Op,99.52,1.35,
883714.70,6526916,hE144kBDaZKT,53978,FqAHdc5LnI6AG5Tl,31.46,4.28,
592779.57,3104995,U66pFFn3u86I,54019,dWgzdB9cpnwzMKrn,32.58,3.69,
651980.23,5960915,BeZdLuSzpFIb,54060,DGcXqpmJYyCvKFl7,7.09,4.17,
282238.02,480545,oPGhrBWKU5u0,54101,5nn2p5HftmaVtLPf,80.59,9.45,
260505.70,18059646,IbtWkd0EHOGZ,54142,XDQqE127wN56Wn0Z,28.73,4.24,
260174.20,5354616,DWX7D6B1o7H0,54183,wUssSF7OphvWAWnR,8.93,1.13,
179300.45,1955125,rtRSl7ypclUF,54224,ktWT3WnQlxgsbaMx,2.25,4.91,
484018.64,19670825,pfZf52Uv1PXe,54265,dMwJbViArCpw41Vx,10.95,5.97,
737902.43,15423957,PW1B8VrgJ0zd,54306,bXEl1vrtKuMdS1Z9,46.75,5.01,
171732.87,11830038,rsYcVBc9BMjU,54347,RF4uS3w5AIAKc5Ux,44.11,0.39,
862109.70,1726916,bZAnwIzDeRCG,54388,GwgJZRariTPnbKAQ,31.45,9.57,
403453.54,1977694,lv7vrfsei3F1,54429,25bYEzmPY8Folkui,83.19,1.36,
859713.66,5499848,flPxk2KyTaDp,54470,BX3lFTRrS9WN78qN,68.29,4.61,
480495.26,9345863,OGXHgwupGNhN,54511,Sww7J5hy25HPhJpE,31.45,5.34,
14618.71,13763868,KI6YwWBAQwS4,54552,CpXJJh7J6T5ySYgW,86.38,3.64,
168895.01,15565189,tITtKkouGq0A,54593,7T1CAoaoib35zhTh,34.03,5.70,
998963.77,8717414,IWti3m0bOprn,54634,IaId8gci4jPdXACY,0.95,9.03,
460866.08,13473624,7u6rvdlvvsh2,54675,6thoFZ6Id5Yqm3hp,36.04,9.22,
764890.77,2738019,GZB58AjgUO50,54716,mUlvAaPn9QI19XGS,54.92,5.94,
556150.88,17725636,np18fIjocSWR,54757,OuefkohbtfRSqqVd,15.67,3.23,
667557.02,9050640,5KOtyr2Sh9f5,54798,Rxbqx4OJEetyNqOe,83.97,8.11,
143394.85,18350521,w2UkvM232HwP,54839,tgcccAuPChKgiuQY,94.71,0.66,
869379.73,14458730,IZkOdz8sjg2G,54880,kDQ2qKLxT1wAGffD,76.78,4.31,
355749.38,18303377,kIkNbvZup5NF,54921,uKaSjgKvXLz862bd,3.07,2.13,
337207.49,19058151,fVFKobxo05Kn,54962,DGuPhxFO1ffS3gNw,47.24,5.63,
700773.36,17961987,S5I4QMSXF9uE,55003,sgfDgSbUVUllYWhg,15.65,1.23,
958396.13,15429598,qwJ3VnwWQBPm,55044,CsCNobvMWudIvEWu,41.46,3.93,
897534.65,15039557,9qoxV4CTZDNp,55085,e2EW65xc3wPeUyoP,29.95,1.30,
942258.72,14112853,GywSAV8DP0yO,55126,GbPb3gKd39snGdyd,94.02,8.42,
578184.54,2119063,6jqlbKNqSen6,55167,IIgRw5PdqYGG7s6I,47.60,3.18,
948066.82,12831144,cPqLfESMEMlB,55208,BICcw2I3Vt5t9Hlj,56.77,2.51,
771136.43,1416016,ItRsoKSs4aIO,55249,1N7pQv7Roe5B000w,25.20,4.64,
482086.67,2532280,lP4olREkGtuA,55290,VUU1sH0HNnFbHair,22.58,8.59,
631644.12,12810207,oDYliHYp1jry,55331,CDDi7HXZubk8yTqf,79.19,9.88,
460798.58,14077284,ie3FyqPYElEo,55372,jM5USCgFLiQJoW2g,83.59,2.68,
35740.41,5576714,m4nQ2LoNCPiR,55413,J3Jg802WkbbgxRxO,47.93,3.84,
356600.95,15640874,gbFjnVEKz6XQ,55454,FpvCW5D9f1jpub7i,18.55,7.33,
27234.19,3480884,9Z5GCuF4t79v,55495,N0gpPEnZYhkoNGAe,15.91,2.13,
671451.29,16609022,t6qJN3cFo2cU,55536,Zo74Vf3PjF8sQ5Br,22.31,6.80,
186218.78,2859813,jGhYiObZJdiM,55577,1FjabiAw3IbIzVv3,92.47,4.13,
252928.79,19272967,DeHkKp2xaPfT,55618,Sfb27naxZMfqords,37.39,7.56,
362135.64,15903722,aqhFj7CC8cj6,55659,UXjN66OprZQSukCy,66.50,1.03,
40372.03,18572941,dbOJoLRadron,55700,u2UAa7h9odK1IRyr,47.64,4.62,
835062.82,15499643,m5MQLl41DzJQ,55741,l0zEElYnvh3ULV6E,54.75,2.15,
554686.61,6341016,Y2JE1GcyQ73z,55782,JLwSxr54KuwgwRDM,56.57,6.29,
395124.27,17226493,i7aNElCnwQXM,55823,NWRtjvi7gPB44I2B,51.43,3.60,
907136.56,16245994,X6qOYuNVyCoV,55864,slf7cr1vKUgJFWNB,21.97,8.75,
480692.76,17790517,hMdaDLSaByou,55905,QeTH1lQEqHqYnBp5,18.02,3.11,
367314.98,15758955,7ycFtXCXPhqM,55946,umWeZnMbSQDlkb1Y,8.53,5.74,
919703.25,3032666,I64NTT1ELahw,55987,jQZB4EuwS8ESABmU,23.96,9.32,
900289.63,18355361,gIgPjPRDghWo,56028,9kayoq6KMiWUZR3W,72.45,7.34,
862602.43,12447675,iiPEsUEOwQtz,56069,NPZnGP6adOFimNtt,30.22,3.35,
343772.03,7704539,S0JRcGCg0eoz,56110,dpwHi0SyD1IfzXmr,9.29,5.25,
677302.30,3166241,XKIPaEeWJHmp,56151,LknxpzO2g3rBGzPH,68.92,5.14,
568571.56,19338741,p3woqKsJhK1h,56192,83RZH83BE5S7tYnn,94.06,7.31,
252429.44,19942609,xgdhM2ZqjbiN,56233,T44vx6E2EoUqSyvJ,5.43,6.58,
554451.88,3306949,FC98p5DtL3fx,56274,weKIOP2QvVNlkr49,72.93,3.72,
790981.77,913175,Yca7MEsDl2Qp,56315,qV3GdEMV3Qr9DP1n,16.17,3.32,
558063.19,6562931,McY8nGwkLcwV,56356,UQkWEYB4dnu8glwa,40.03,5.24,
597424.43,421906,1x9rupPUDWKy,56397,vg1mZ8mZZpLTjSKs,89.62,5.99,
673513.94,13384601,lssOiOH9ZCGc,56438,v71rXUaaCLmGx0WP,49.56,4.47,
1837.73,597865,3osUVmjvpwwg,56479,mJoV9uyawLiro8GS,73.73,0.13,
47376.97,8530182,KrtgL5euOcHa,56520,J0dmYeNEcsEGtKhs,81.51,6.53,
718924.88,8162924,X95p5pV9MDxs,56561,ZlDjDEC0C28hahWe,85.23,0.41,
750879.86,9835124,JYMeFATdsh7t,56602,dCqNTqTgYuH4UM6C,43.84,1.50,
10811.91,19664171,kMwOmnlGVCAc,56643,lqkxSiHDuGn87OSG,51.47,4.36,
9467.34,9924026,DM27NSU57PEA,56684,mA4KHg8NkmmKmnFL,61.27,6.26,
773323.68,12124515,EKdXNIQFrFbe,56725,ElJ7LV9QuBNo4n6t,30.51,1.15,
804974.96,14520253,lVrWT7Sqmwwo,56766,oGft2QcPpWZSsMsH,61.75,7.90,
467868.33,428045,JyxjYmGrL2tJ,56807,2hUq7kRjq6280Phx,7.82,3.01,
193828.32,13945060,NGCvNIWr2h6J,56848,R81W4cxqgrJ2DIIB,30.64,8.29,
906652.99,5471911,b1L0BYQilDW2,56889,EBtn9ZAoLPi1cb2X,77.41,6.70,
405861.51,13969553,pRhozxLXnUsr,56930,3JoeDgSYCi60JMjq,96.87,3.34,
608505.59,8567111,zPSCQQeDnvDe,56971,ovoxRta3cbqgN4XC,11.64,6.60,
516792.44,4113064,KK0SCVvC3y3I,57012,usoVgzu9MMJnbc5Y,45.40,1.46,
476289.14,14785775,NYGC2TQ4wVuB,57053,6SIsuJ4iot2nKNdQ,7.11,4.94,
321731.02,2944445,dJuCKa0fQy4X,57094,YNWAoA8rjoaMEj1S,1.88,8.87,
214332.72,2122405,G3qspH92E3TR,57135,QblJWTtdjfJQ1qi6,66.92,9.21,
810339.52,4596757,9Q6nzaHAhED1,57176,YsUccdv9FJTykll9,4.55,3.80,
374415.20,10575847,kYyFfkCHaCtO,57217,HBHuZLBlAliLLnW7,64.12,7.87,
173794.00,1547478,TUhOZDf6qUd6,57258,Jl8GrNYk1mmQKUng,97.86,2.73,
469943.52,8224833,LYjPeX21iqH6,57299,lhpYnnvOaqz8QBwl,0.96,8.28,
611269.74,4893214,82AwlGsey88f,57340,FuOvNHzYMlKKharm,46.24,7.76,
867761.96,12121438,N8bcJxE7OlSP,57381,CLxwE8mgrC74x9JP,78.48,0.28,
885424.57,429060,NkxiReaN8MeV,57422,n3b8JpuWd526rG4h,52.61,1.64,
402581.85,2352579,M3j0hvZMHnHE,57463,lcz7tuMfW9tMpORE,66.53,5.77,
872790.61,1753454,gYR6G7a7ipJG,57504,mPzPRo34g1gUgjUU,66.90,0.73,
966780.29,4575116,Xh1qP85p3c3t,57545,zoMk3dDaQkaoXqiN,81.40,3.82,
520989.13,14740325,Yd6WKI33J829,57586,awQ01Yvc1R4m9ckJ,9.76,6.88,
924099.39,2665203,SDfCGm8PBZOc,57627,gLw9xrADodqVhHRO,54.81,6.58,
149512.60,13312800,Nuy9eGiposyC,57668,TohzvpHzXKs3l5Xj,3.86,6.57,
654780.65,15677830,RbAOCFuuKXYk,57709,2Q0YethzTXLvybdJ,2.27,8.65,
888107.36,7081121,5bdHfpsETvTx,57750,msJQrQxlHOH3QMxA,72.54,4.47,
46463.79,17231878,BtpXqvrjiwiA,57791,R2TZxD03hBkmwUde,59.54,1.63,
944543.63,4081221,Kg5aL0w1IAg6,57832,fZsuhxLJMPSyXk7P,17.22,4.67,
343708.50,19156262,MxVlU3YbeDIz,57873,0FQQtrjWQKahmP9j,63.97,9.04,
24164.83,5710706,1ngzZSmJmXXo,57914,wNDU5s79bZ2SbEw4,40.66,3.13,
612583.81,13907543,rNNYX97KlhsK,57955,tvp3DAMX8wVE3QSH,73.21,0.99,
513817.85,17458942,83SAKwNj8dIp,57996,XA1ULoBT3sJo9cAc,24.81,3.56,
678107.32,16830234,dhu6Pl3z8wtN,58037,6F8F0DhbQwhWzxM0,70.34,4.86,
403716.66,17905344,rdKJP8bD8gPm,58078,BvLFVNRkiitPZn8s,64.63,2.98,
873475.59,810568,MqOLEqxCkjQy,58119,JYXlJdEawrSb8zXo,33.12,8.61,
497989.96,6247205,jZTT51xYEuz2,58160,RSw6AVqO5QZwCj96,83.20,6.66,
282453.21,8313353,G9paO1fLVFVZ,58201,NnesH7jmraEtXcVT,2.04,8.92,
387991.81,16113768,9nM70k2SP0v6,58242,ibVNSSWppOT3sBsT,19.92,1.79,
450802.08,56369,M3JvxNa5ql3j,58283,ZuJS4k1SF72H3fl6,69.35,2.83,
296170.39,9824934,VSH57HJEAkzu,58324,wzizgliV9MWbhc4I,69.41,7.39,
239428.53,11863009,cwky3UZYr6cm,58365,agvly2uSr3iF5SqA,7.79,0.43,
91028.27,5752729,galQMvGD4mqP,58406,vKDrHmtp9OI5jhLT,13.19,4.23,
650575.41,16809861,IqTUjdPQrFOj,58447,1jZawLVp9MnK74E1,37.73,6.85,
108473.54,2950255,d3CCsfs0ioR1,58488,ZhngBUI677EbIe2z,1.27,0.75,
997834.37,5430078,LjkQ3GUbSIG6,58529,WwUeoVzMq3OhPRy9,94.22,7.20,
459039.12,12464858,UquIgCGxdmOd,58570,SRjD3zoSteQtUhx6,14.67,2.53,
739319.56,18687238,aljvmhP2ZbFT,58611,IwpTKaAO9r8NdfEd,48.44,0.74,
55795.39,18370305,kXQAtYgPUY59,58652,M6YGZVvYg3jnGnn4,39.39,7.74,
38724.63,12652532,O9kU4cFdQwsE,58693,FnbQDPtUJ66y12Bt,81.90,3.66,
950430.53,13812140,FzzJIZmqdXAP,58734,gfqPK2UreBd3vfHu,64.14,5.40,
658249.39,4852254,aqRXQGWqoCMR,58775,reJxYwozQGfwwYbN,25.91,0.92,
735432.84,7328674,vttkK49D9MB7,58816,sqMRBhOjSWkY1y0u,40.95,8.06,
976977.29,13544637,kVFRuJKNGrE8,58857,ri5keKV5kDOww3E0,5.34,8.85,
763462.37,17115848,G8uzReIjWddI,58898,EGRUMtKQnv3tMqlc,23.76,4.12,
734028.27,8737117,PKhTxw2rC74w,58939,T78GI9oEbuXT4pqC,57.10,4.57,
990101.65,19606066,lrMDjQr1QOsC,58980,BjnZkgCbYuinlRsi,84.28,5.21,
842901.36,12291837,35PjDnhijNF8,59021,oITwH1hJJS7OZJPP,92.44,7.02,
86862.81,9130757,SW9YpUiajSct,59062,U9FXoxqg9gp3jSHb,48.13,2.56,
246426.52,1204242,65uY7rZx9v5q,59103,zwu4x9TAnnFG3Lx6,3.58,5.36,
555606.35,4202391,rOZzAKEh44fC,59144,Lnwno8hHrRIeznzK,54.07,6.46,
74610.45,9921713,hMoU4NZq8n4b,59185,CpmFOMPnFjSrwXlx,63.36,5.19,
345778.53,12672217,eJlmckXn1Cnq,59226,p4iAa1BzyDiwOC1B,11.21,9.48,
233708.41,12248322,6SWKtj1XKnPm,59267,qvJTweFqstd4w8hV,68.56,2.81,
608859.55,443604,1sZ82jEer3RV,59308,4UfBLNtdNSc5oc08,69.84,8.56,
256777.32,10666616,2kF9nc1uglFH,59349,mqvlgGBLJ64gyFlP,39.82,4.83,
881262.34,17869945,yBmO0cIOeEXn,59390,0QGsYTJKrkL2lh7H,71.11,8.25,
655835.34,4318277,F9ieTIHHegOj,59431,Qz5X4cJfy1TwBMjn,21.64,0.75,
63144.32,17439933,Iaku0gW4LhY1,59472,FwRxTerO2nxzPJSg,54.56,7.29,
865016.02,6262201,DZ1M23mqkCIN,59513,BKk7vClco5fUQyVG,54.19,0.63,
936070.67,6838943,kBqzrucrvTsC,59554,4DQS0GzDEdafswfJ,66.28,0.86,
993578.86,14989631,w1HMmQqnx6lS,59595,eAd6ZBecUuY8pTdU,93.81,0.78,
751457.95,6744640,8uHtdg3L1EB0,59636,ggw5c894rBfoaefN,77.04,7.03,
217521.20,9705459,bJpm2K9ZPNdv,59677,9xR1Bcx57Uvk1AVn,92.63,7.00,
222863.02,11486951,OSsmgqu58bIY,59718,hYyc6hhKZwt6sggm,21.98,8.47,
538396.45,4982203,8M3bZHI1udwb,59759,SKJM5XIXSvhxWH9q,60.52,4.10,
401471.37,13533024,GEQyM1dotWQD,59800,zaNCDc8FErZMgJTz,59.86,3.24,
496727.26,14511395,BVZfULebBGnV,59841,txTDnzpA8WfKxGLj,98.50,2.79,
722966.77,4866005,Lsqve4gZa2n4,59882,boaoeLejItMQqQh1,2.31,2.19,
23429.94,14514467,QLGSgxgHotuu,59923,gUCggoxeJHw6yi2p,34.02,9.80,
537083.21,15450308,7MS4J2sV6sW3,59964,O8QJztSgWIOPQiUo,24.76,7.85,
83632.46,253775,o6IZSvKEKYbo,60005,QfSeTTVAkFG25zb3,0.98,6.71,
704690.03,773495,ziyt4Tq9rsgO,60046,Z9SoGPS2sxr6owlF,71.88,2.77,
860244.26,4986331,ygD9yLxrcyEl,60087,EzSaaJwZ7e7VuNbl,85.51,9.82,
141743.08,8330215,ajEcdWhLxOjR,60128,u0Y3bqaUniWybgTQ,49.59,3.86,
546065.99,4025392,9gbjIdKeJgQB,60169,O7vIZy1BFmw7X2nN,19.51,0.49,
259736.23,17856419,ayuUTYnHQrEi,60210,lOmuTcEa0FMUPCvN,31.47,8.23,
78932.71,12270781,ez9V5TtcRgpH,60251,HGfXQMPzOJbNX4vy,14.44,9.56,
87664.34,17416685,Oq5IspwugNRY,60292,D0jU0uDUcHXXfYIK,34.69,1.97,
439559.21,12718590,xg2PdqCu3kS4,60333,JOs84kBao0ziPpNz,27.18,2.81,
934594.17,14361566,59eTSdpMsFR8,60374,9HoUJFKaXsPJobUG,64.84,3.12,
120971.94,1606318,svZHiyHtDPU6,60415,KoUPZJQgcm8RBRpP,75.57,9.81,
972740.72,8898065,26u4FSQC0Ize,60456,XX7tyxBV0B6sYJ6U,22.48,7.70,
615614.21,8138581,JMSofQUSQETy,60497,4WBHjtrZS7XEVF4V,35.64,6.27,
280847.70,15858393,1dC87ZW9jF5l,60538,xQgmplmkTzEhjdlZ,77.41,2.81,
904718.08,14616671,1Ja61WAZIISo,60579,BaY31KkSWmo3F67N,65.00,8.79,
113428.26,1438653,qftWkzZojgfP,60620,HsNft8rj1KWJJ1gs,81.73,3.11,
987047.00,19772740,Lb48nuidVBf8,60661,dmeKBZRHExweIO5u,90.20,9.85,
364169.25,13614487,FOziCIDKK6zw,60702,a65OQZOaLCEkQtff,24.32,0.08,
72693.32,325151,HSPZ18jY33Ej,60743,khadrB6FpNkeGaHR,53.25,4.07,
17047.61,16008759,q1zO22QWhc87,60784,pTmHb1lyYYlSaXIf,57.38,2.72,
673713.64,12367477,r7HSCTGBCMGA,60825,DAuD0c2rWW9Xba2g,37.16,2.88,
456332.17,10936879,Nej4nITdhV6v,60866,JZlT1hzfzUwU2e4w,12.98,0.64,
37819.76,8536029,48qWZ4xImzq5,60907,tTsNFMeMvqZvcpDm,37.84,1.72,
700908.30,6796533,TaRFFji4STh2,60948,fiHi5Z5fEsmdnZa8,98.37,7.89,
144312.48,12638328,k9oloZ7p05To,60989,ky1azpC1ks29Sh0e,45.38,1.44,
287896.65,15714859,9Yy50yDVM95P,61030,t5MYTCyGLonOJngt,25.14,7.10,
372515.39,2694203,b6iXU9MGXgHU,61071,gTdl8X05qNckb5TC,68.65,5.43,
738351.07,9536909,KyCksBPKGcT4,61112,Co5GeZAahwvxgVEX,9.24,8.79,
381086.72,13338153,XRs2H43hOvXV,61153,Ewc0yEANXtGwXM6g,30.68,5.53,
361294.90,12175755,5rZ48AkCHLw2,61194,WGxDAesGlOX2xzJs,35.26,9.96,
230074.79,2994124,nL15ERRy5tfr,61235,P0u1Cay9zgtw4CVV,77.08,0.14,
893250.35,6781260,dKhUiFLMd4Ph,61276,JXCmp75J25FCbM2P,26.21,7.43,
